ct_file,mask_file,resized_ct_file,resized_mask_file,label,set,fold
datasets/train/ct_scans/ct_1626.png,datasets/train/masks/mask_1626.png,datasets/train/resized_ct_scans/ct_1626.png,datasets/train/resized_masks/mask_1626.png,1,train,0
datasets/train/ct_scans/ct_2865.png,datasets/train/masks/mask_2865.png,datasets/train/resized_ct_scans/ct_2865.png,datasets/train/resized_masks/mask_2865.png,1,validation,0
datasets/train/ct_scans/ct_822.png,datasets/train/masks/mask_822.png,datasets/train/resized_ct_scans/ct_822.png,datasets/train/resized_masks/mask_822.png,0,validation,0
datasets/train/ct_scans/ct_1343.png,datasets/train/masks/mask_1343.png,datasets/train/resized_ct_scans/ct_1343.png,datasets/train/resized_masks/mask_1343.png,0,validation,0
datasets/train/ct_scans/ct_783.png,datasets/train/masks/mask_783.png,datasets/train/resized_ct_scans/ct_783.png,datasets/train/resized_masks/mask_783.png,0,validation,0
datasets/train/ct_scans/ct_2052.png,datasets/train/masks/mask_2052.png,datasets/train/resized_ct_scans/ct_2052.png,datasets/train/resized_masks/mask_2052.png,0,train,0
datasets/train/ct_scans/ct_2083.png,datasets/train/masks/mask_2083.png,datasets/train/resized_ct_scans/ct_2083.png,datasets/train/resized_masks/mask_2083.png,1,train,0
datasets/train/ct_scans/ct_1377.png,datasets/train/masks/mask_1377.png,datasets/train/resized_ct_scans/ct_1377.png,datasets/train/resized_masks/mask_1377.png,1,train,0
datasets/train/ct_scans/ct_2351.png,datasets/train/masks/mask_2351.png,datasets/train/resized_ct_scans/ct_2351.png,datasets/train/resized_masks/mask_2351.png,0,train,0
datasets/train/ct_scans/ct_142.png,datasets/train/masks/mask_142.png,datasets/train/resized_ct_scans/ct_142.png,datasets/train/resized_masks/mask_142.png,2,train,0
datasets/train/ct_scans/ct_83.png,datasets/train/masks/mask_83.png,datasets/train/resized_ct_scans/ct_83.png,datasets/train/resized_masks/mask_83.png,2,train,0
datasets/train/ct_scans/ct_3112.png,datasets/train/masks/mask_3112.png,datasets/train/resized_ct_scans/ct_3112.png,datasets/train/resized_masks/mask_3112.png,1,train,0
datasets/train/ct_scans/ct_1891.png,datasets/train/masks/mask_1891.png,datasets/train/resized_ct_scans/ct_1891.png,datasets/train/resized_masks/mask_1891.png,1,train,0
datasets/train/ct_scans/ct_1642.png,datasets/train/masks/mask_1642.png,datasets/train/resized_ct_scans/ct_1642.png,datasets/train/resized_masks/mask_1642.png,2,train,0
datasets/train/ct_scans/ct_1670.png,datasets/train/masks/mask_1670.png,datasets/train/resized_ct_scans/ct_1670.png,datasets/train/resized_masks/mask_1670.png,0,train,0
datasets/train/ct_scans/ct_3518.png,datasets/train/masks/mask_3518.png,datasets/train/resized_ct_scans/ct_3518.png,datasets/train/resized_masks/mask_3518.png,2,test,0
datasets/train/ct_scans/ct_1724.png,datasets/train/masks/mask_1724.png,datasets/train/resized_ct_scans/ct_1724.png,datasets/train/resized_masks/mask_1724.png,2,train,0
datasets/train/ct_scans/ct_2474.png,datasets/train/masks/mask_2474.png,datasets/train/resized_ct_scans/ct_2474.png,datasets/train/resized_masks/mask_2474.png,0,test,0
datasets/train/ct_scans/ct_329.png,datasets/train/masks/mask_329.png,datasets/train/resized_ct_scans/ct_329.png,datasets/train/resized_masks/mask_329.png,0,validation,0
datasets/train/ct_scans/ct_2940.png,datasets/train/masks/mask_2940.png,datasets/train/resized_ct_scans/ct_2940.png,datasets/train/resized_masks/mask_2940.png,2,train,0
datasets/train/ct_scans/ct_2664.png,datasets/train/masks/mask_2664.png,datasets/train/resized_ct_scans/ct_2664.png,datasets/train/resized_masks/mask_2664.png,2,train,0
datasets/train/ct_scans/ct_2829.png,datasets/train/masks/mask_2829.png,datasets/train/resized_ct_scans/ct_2829.png,datasets/train/resized_masks/mask_2829.png,1,validation,0
datasets/train/ct_scans/ct_915.png,datasets/train/masks/mask_915.png,datasets/train/resized_ct_scans/ct_915.png,datasets/train/resized_masks/mask_915.png,0,validation,0
datasets/train/ct_scans/ct_2805.png,datasets/train/masks/mask_2805.png,datasets/train/resized_ct_scans/ct_2805.png,datasets/train/resized_masks/mask_2805.png,1,test,0
datasets/train/ct_scans/ct_3290.png,datasets/train/masks/mask_3290.png,datasets/train/resized_ct_scans/ct_3290.png,datasets/train/resized_masks/mask_3290.png,0,validation,0
datasets/train/ct_scans/ct_1395.png,datasets/train/masks/mask_1395.png,datasets/train/resized_ct_scans/ct_1395.png,datasets/train/resized_masks/mask_1395.png,1,train,0
datasets/train/ct_scans/ct_1750.png,datasets/train/masks/mask_1750.png,datasets/train/resized_ct_scans/ct_1750.png,datasets/train/resized_masks/mask_1750.png,0,train,0
datasets/train/ct_scans/ct_2995.png,datasets/train/masks/mask_2995.png,datasets/train/resized_ct_scans/ct_2995.png,datasets/train/resized_masks/mask_2995.png,0,train,0
datasets/train/ct_scans/ct_474.png,datasets/train/masks/mask_474.png,datasets/train/resized_ct_scans/ct_474.png,datasets/train/resized_masks/mask_474.png,1,train,0
datasets/train/ct_scans/ct_1981.png,datasets/train/masks/mask_1981.png,datasets/train/resized_ct_scans/ct_1981.png,datasets/train/resized_masks/mask_1981.png,1,validation,0
datasets/train/ct_scans/ct_1920.png,datasets/train/masks/mask_1920.png,datasets/train/resized_ct_scans/ct_1920.png,datasets/train/resized_masks/mask_1920.png,2,test,0
datasets/train/ct_scans/ct_640.png,datasets/train/masks/mask_640.png,datasets/train/resized_ct_scans/ct_640.png,datasets/train/resized_masks/mask_640.png,0,validation,0
datasets/train/ct_scans/ct_1499.png,datasets/train/masks/mask_1499.png,datasets/train/resized_ct_scans/ct_1499.png,datasets/train/resized_masks/mask_1499.png,2,train,0
datasets/train/ct_scans/ct_156.png,datasets/train/masks/mask_156.png,datasets/train/resized_ct_scans/ct_156.png,datasets/train/resized_masks/mask_156.png,0,train,0
datasets/train/ct_scans/ct_1806.png,datasets/train/masks/mask_1806.png,datasets/train/resized_ct_scans/ct_1806.png,datasets/train/resized_masks/mask_1806.png,1,train,0
datasets/train/ct_scans/ct_1000.png,datasets/train/masks/mask_1000.png,datasets/train/resized_ct_scans/ct_1000.png,datasets/train/resized_masks/mask_1000.png,2,train,0
datasets/train/ct_scans/ct_2426.png,datasets/train/masks/mask_2426.png,datasets/train/resized_ct_scans/ct_2426.png,datasets/train/resized_masks/mask_2426.png,0,validation,0
datasets/train/ct_scans/ct_896.png,datasets/train/masks/mask_896.png,datasets/train/resized_ct_scans/ct_896.png,datasets/train/resized_masks/mask_896.png,2,train,0
datasets/train/ct_scans/ct_987.png,datasets/train/masks/mask_987.png,datasets/train/resized_ct_scans/ct_987.png,datasets/train/resized_masks/mask_987.png,2,train,0
datasets/train/ct_scans/ct_1648.png,datasets/train/masks/mask_1648.png,datasets/train/resized_ct_scans/ct_1648.png,datasets/train/resized_masks/mask_1648.png,2,train,0
datasets/train/ct_scans/ct_2298.png,datasets/train/masks/mask_2298.png,datasets/train/resized_ct_scans/ct_2298.png,datasets/train/resized_masks/mask_2298.png,0,train,0
datasets/train/ct_scans/ct_1117.png,datasets/train/masks/mask_1117.png,datasets/train/resized_ct_scans/ct_1117.png,datasets/train/resized_masks/mask_1117.png,1,test,0
datasets/train/ct_scans/ct_2738.png,datasets/train/masks/mask_2738.png,datasets/train/resized_ct_scans/ct_2738.png,datasets/train/resized_masks/mask_2738.png,2,test,0
datasets/train/ct_scans/ct_442.png,datasets/train/masks/mask_442.png,datasets/train/resized_ct_scans/ct_442.png,datasets/train/resized_masks/mask_442.png,1,train,0
datasets/train/ct_scans/ct_634.png,datasets/train/masks/mask_634.png,datasets/train/resized_ct_scans/ct_634.png,datasets/train/resized_masks/mask_634.png,0,train,0
datasets/train/ct_scans/ct_568.png,datasets/train/masks/mask_568.png,datasets/train/resized_ct_scans/ct_568.png,datasets/train/resized_masks/mask_568.png,1,train,0
datasets/train/ct_scans/ct_620.png,datasets/train/masks/mask_620.png,datasets/train/resized_ct_scans/ct_620.png,datasets/train/resized_masks/mask_620.png,0,train,0
datasets/train/ct_scans/ct_923.png,datasets/train/masks/mask_923.png,datasets/train/resized_ct_scans/ct_923.png,datasets/train/resized_masks/mask_923.png,0,train,0
datasets/train/ct_scans/ct_2193.png,datasets/train/masks/mask_2193.png,datasets/train/resized_ct_scans/ct_2193.png,datasets/train/resized_masks/mask_2193.png,0,test,0
datasets/train/ct_scans/ct_996.png,datasets/train/masks/mask_996.png,datasets/train/resized_ct_scans/ct_996.png,datasets/train/resized_masks/mask_996.png,2,validation,0
datasets/train/ct_scans/ct_2264.png,datasets/train/masks/mask_2264.png,datasets/train/resized_ct_scans/ct_2264.png,datasets/train/resized_masks/mask_2264.png,1,train,0
datasets/train/ct_scans/ct_3567.png,datasets/train/masks/mask_3567.png,datasets/train/resized_ct_scans/ct_3567.png,datasets/train/resized_masks/mask_3567.png,0,validation,0
datasets/train/ct_scans/ct_1179.png,datasets/train/masks/mask_1179.png,datasets/train/resized_ct_scans/ct_1179.png,datasets/train/resized_masks/mask_1179.png,2,train,0
datasets/train/ct_scans/ct_2055.png,datasets/train/masks/mask_2055.png,datasets/train/resized_ct_scans/ct_2055.png,datasets/train/resized_masks/mask_2055.png,0,test,0
datasets/train/ct_scans/ct_932.png,datasets/train/masks/mask_932.png,datasets/train/resized_ct_scans/ct_932.png,datasets/train/resized_masks/mask_932.png,1,train,0
datasets/train/ct_scans/ct_664.png,datasets/train/masks/mask_664.png,datasets/train/resized_ct_scans/ct_664.png,datasets/train/resized_masks/mask_664.png,0,validation,0
datasets/train/ct_scans/ct_3419.png,datasets/train/masks/mask_3419.png,datasets/train/resized_ct_scans/ct_3419.png,datasets/train/resized_masks/mask_3419.png,0,train,0
datasets/train/ct_scans/ct_2172.png,datasets/train/masks/mask_2172.png,datasets/train/resized_ct_scans/ct_2172.png,datasets/train/resized_masks/mask_2172.png,2,train,0
datasets/train/ct_scans/ct_2571.png,datasets/train/masks/mask_2571.png,datasets/train/resized_ct_scans/ct_2571.png,datasets/train/resized_masks/mask_2571.png,1,train,0
datasets/train/ct_scans/ct_494.png,datasets/train/masks/mask_494.png,datasets/train/resized_ct_scans/ct_494.png,datasets/train/resized_masks/mask_494.png,0,train,0
datasets/train/ct_scans/ct_3547.png,datasets/train/masks/mask_3547.png,datasets/train/resized_ct_scans/ct_3547.png,datasets/train/resized_masks/mask_3547.png,1,validation,0
datasets/train/ct_scans/ct_125.png,datasets/train/masks/mask_125.png,datasets/train/resized_ct_scans/ct_125.png,datasets/train/resized_masks/mask_125.png,2,validation,0
datasets/train/ct_scans/ct_2835.png,datasets/train/masks/mask_2835.png,datasets/train/resized_ct_scans/ct_2835.png,datasets/train/resized_masks/mask_2835.png,1,validation,0
datasets/train/ct_scans/ct_655.png,datasets/train/masks/mask_655.png,datasets/train/resized_ct_scans/ct_655.png,datasets/train/resized_masks/mask_655.png,1,validation,0
datasets/train/ct_scans/ct_3302.png,datasets/train/masks/mask_3302.png,datasets/train/resized_ct_scans/ct_3302.png,datasets/train/resized_masks/mask_3302.png,2,train,0
datasets/train/ct_scans/ct_993.png,datasets/train/masks/mask_993.png,datasets/train/resized_ct_scans/ct_993.png,datasets/train/resized_masks/mask_993.png,0,train,0
datasets/train/ct_scans/ct_3346.png,datasets/train/masks/mask_3346.png,datasets/train/resized_ct_scans/ct_3346.png,datasets/train/resized_masks/mask_3346.png,0,train,0
datasets/train/ct_scans/ct_2206.png,datasets/train/masks/mask_2206.png,datasets/train/resized_ct_scans/ct_2206.png,datasets/train/resized_masks/mask_2206.png,1,train,0
datasets/train/ct_scans/ct_3507.png,datasets/train/masks/mask_3507.png,datasets/train/resized_ct_scans/ct_3507.png,datasets/train/resized_masks/mask_3507.png,1,train,0
datasets/train/ct_scans/ct_3404.png,datasets/train/masks/mask_3404.png,datasets/train/resized_ct_scans/ct_3404.png,datasets/train/resized_masks/mask_3404.png,1,train,0
datasets/train/ct_scans/ct_3115.png,datasets/train/masks/mask_3115.png,datasets/train/resized_ct_scans/ct_3115.png,datasets/train/resized_masks/mask_3115.png,1,train,0
datasets/train/ct_scans/ct_1087.png,datasets/train/masks/mask_1087.png,datasets/train/resized_ct_scans/ct_1087.png,datasets/train/resized_masks/mask_1087.png,0,train,0
datasets/train/ct_scans/ct_3313.png,datasets/train/masks/mask_3313.png,datasets/train/resized_ct_scans/ct_3313.png,datasets/train/resized_masks/mask_3313.png,0,train,0
datasets/train/ct_scans/ct_3173.png,datasets/train/masks/mask_3173.png,datasets/train/resized_ct_scans/ct_3173.png,datasets/train/resized_masks/mask_3173.png,0,train,0
datasets/train/ct_scans/ct_1537.png,datasets/train/masks/mask_1537.png,datasets/train/resized_ct_scans/ct_1537.png,datasets/train/resized_masks/mask_1537.png,0,train,0
datasets/train/ct_scans/ct_2256.png,datasets/train/masks/mask_2256.png,datasets/train/resized_ct_scans/ct_2256.png,datasets/train/resized_masks/mask_2256.png,1,train,0
datasets/train/ct_scans/ct_7.png,datasets/train/masks/mask_7.png,datasets/train/resized_ct_scans/ct_7.png,datasets/train/resized_masks/mask_7.png,1,test,0
datasets/train/ct_scans/ct_1844.png,datasets/train/masks/mask_1844.png,datasets/train/resized_ct_scans/ct_1844.png,datasets/train/resized_masks/mask_1844.png,1,train,0
datasets/train/ct_scans/ct_456.png,datasets/train/masks/mask_456.png,datasets/train/resized_ct_scans/ct_456.png,datasets/train/resized_masks/mask_456.png,2,train,0
datasets/train/ct_scans/ct_1471.png,datasets/train/masks/mask_1471.png,datasets/train/resized_ct_scans/ct_1471.png,datasets/train/resized_masks/mask_1471.png,2,train,0
datasets/train/ct_scans/ct_857.png,datasets/train/masks/mask_857.png,datasets/train/resized_ct_scans/ct_857.png,datasets/train/resized_masks/mask_857.png,1,train,0
datasets/train/ct_scans/ct_3388.png,datasets/train/masks/mask_3388.png,datasets/train/resized_ct_scans/ct_3388.png,datasets/train/resized_masks/mask_3388.png,0,train,0
datasets/train/ct_scans/ct_445.png,datasets/train/masks/mask_445.png,datasets/train/resized_ct_scans/ct_445.png,datasets/train/resized_masks/mask_445.png,0,train,0
datasets/train/ct_scans/ct_2133.png,datasets/train/masks/mask_2133.png,datasets/train/resized_ct_scans/ct_2133.png,datasets/train/resized_masks/mask_2133.png,0,train,0
datasets/train/ct_scans/ct_927.png,datasets/train/masks/mask_927.png,datasets/train/resized_ct_scans/ct_927.png,datasets/train/resized_masks/mask_927.png,1,train,0
datasets/train/ct_scans/ct_944.png,datasets/train/masks/mask_944.png,datasets/train/resized_ct_scans/ct_944.png,datasets/train/resized_masks/mask_944.png,2,train,0
datasets/train/ct_scans/ct_412.png,datasets/train/masks/mask_412.png,datasets/train/resized_ct_scans/ct_412.png,datasets/train/resized_masks/mask_412.png,0,train,0
datasets/train/ct_scans/ct_1287.png,datasets/train/masks/mask_1287.png,datasets/train/resized_ct_scans/ct_1287.png,datasets/train/resized_masks/mask_1287.png,2,validation,0
datasets/train/ct_scans/ct_1109.png,datasets/train/masks/mask_1109.png,datasets/train/resized_ct_scans/ct_1109.png,datasets/train/resized_masks/mask_1109.png,2,train,0
datasets/train/ct_scans/ct_3536.png,datasets/train/masks/mask_3536.png,datasets/train/resized_ct_scans/ct_3536.png,datasets/train/resized_masks/mask_3536.png,2,train,0
datasets/train/ct_scans/ct_2490.png,datasets/train/masks/mask_2490.png,datasets/train/resized_ct_scans/ct_2490.png,datasets/train/resized_masks/mask_2490.png,0,train,0
datasets/train/ct_scans/ct_3203.png,datasets/train/masks/mask_3203.png,datasets/train/resized_ct_scans/ct_3203.png,datasets/train/resized_masks/mask_3203.png,2,validation,0
datasets/train/ct_scans/ct_2464.png,datasets/train/masks/mask_2464.png,datasets/train/resized_ct_scans/ct_2464.png,datasets/train/resized_masks/mask_2464.png,2,train,0
datasets/train/ct_scans/ct_1459.png,datasets/train/masks/mask_1459.png,datasets/train/resized_ct_scans/ct_1459.png,datasets/train/resized_masks/mask_1459.png,1,train,0
datasets/train/ct_scans/ct_1543.png,datasets/train/masks/mask_1543.png,datasets/train/resized_ct_scans/ct_1543.png,datasets/train/resized_masks/mask_1543.png,0,train,0
datasets/train/ct_scans/ct_2943.png,datasets/train/masks/mask_2943.png,datasets/train/resized_ct_scans/ct_2943.png,datasets/train/resized_masks/mask_2943.png,0,validation,0
datasets/train/ct_scans/ct_621.png,datasets/train/masks/mask_621.png,datasets/train/resized_ct_scans/ct_621.png,datasets/train/resized_masks/mask_621.png,1,train,0
